UC1,UC2,UC3,UC4,IUC
61.000000,23.660361,30.416931,21.681594,43.126481
57.500000,20.161015,27.585149,21.095334,31.585375
55.000000,23.308610,27.221123,21.234347,39.460680
55.500000,22.185399,26.514973,20.584673,39.297508
60.500000,23.447820,30.784550,22.128349,42.976786
57.500000,23.643794,27.440396,20.983352,40.761257
60.500000,23.124923,29.534159,22.117810,33.819223
56.500000,19.712239,28.316084,20.429211,31.239384
58.000000,20.166442,28.293107,20.453293,31.728210
59.000000,18.899612,27.560199,20.506963,31.491693
57.000000,25.490405,29.259904,22.110318,41.310105
66.000000,28.179354,32.288518,23.465514,46.988898
56.000000,21.363533,25.359129,20.572567,39.215871
60.500000,23.285777,28.807130,21.520001,42.518818
61.500000,25.808390,29.932379,22.142401,43.730528
57.500000,24.071164,27.993536,21.521765,41.014411
58.500000,21.961318,29.068595,20.897841,41.237959
61.000000,25.198828,30.897010,22.742641,43.639746
59.500000,23.082512,28.388603,21.323923,41.882506
63.500000,22.829208,30.925260,21.714124,44.328099
54.000000,19.534967,28.507154,20.086818,30.532235
60.000000,20.187242,25.612071,20.445053,41.040728
59.000000,21.500338,27.133430,21.195482,41.138208
62.000000,26.798732,31.338546,23.053726,44.531834
54.500000,21.566944,29.179115,20.423248,39.111551
58.000000,24.133511,29.735458,21.940627,41.634933
62.000000,23.175212,32.282444,21.929421,34.846769
59.000000,22.747472,26.831521,20.867890,41.241147
52.500000,18.948433,27.134027,19.877761,29.615055
58.500000,22.817866,28.212227,21.654679,41.364129
59.000000,26.629290,30.715145,22.481678,42.804352
50.500000,15.451721,26.682601,18.880392,27.878678
69.500000,24.895569,33.678246,23.068771,37.785646
65.500000,30.878673,33.952738,23.885109,47.536087
58.500000,24.457516,27.212406,21.453654,41.437263
55.500000,17.966695,28.475265,20.180121,30.530520
61.500000,23.809924,30.122574,21.896558,43.388176
52.500000,19.724479,23.986733,19.731965,36.823863
63.000000,24.698404,27.954200,21.524805,43.862902
57.500000,23.212711,29.976760,21.823811,41.252214
54.000000,21.981094,27.471677,21.032698,38.747578
56.500000,19.938329,27.767899,20.598026,39.634042
53.000000,24.947250,27.486331,21.580013,38.835599
63.000000,23.474747,31.001149,22.314781,44.298446
63.000000,22.797867,26.263306,21.158156,43.203222
68.500000,31.966057,36.414634,24.950054,49.805124
58.000000,22.989031,31.229871,21.858077,41.679496
59.500000,21.835143,30.098208,21.645841,33.269798
62.500000,23.347916,30.789878,22.248743,43.981089
64.000000,26.509032,32.053766,23.226187,45.631497
54.000000,16.876375,28.244291,19.586167,29.676708
57.500000,23.566763,29.971633,21.709324,41.291287
59.000000,24.087418,28.543812,21.484508,41.852623
62.500000,21.935969,31.749945,21.825143,34.502764
53.000000,22.194881,26.540035,21.114457,38.141562
63.000000,23.227940,28.902468,21.671161,43.800262
62.500000,29.240908,30.545006,22.857329,45.023874
61.000000,23.912464,27.376590,21.336532,42.604264
60.000000,23.515958,25.825751,21.001879,41.723931
58.500000,22.143037,28.927658,21.467913,41.339768
59.500000,22.875877,27.189180,21.111517,41.612762
62.000000,23.660692,29.554999,21.861083,43.512796
67.500000,31.339607,30.834020,23.436466,48.018349
57.500000,22.730812,27.071050,20.814897,40.519460
58.000000,24.499876,29.620962,22.046788,41.694604
53.500000,17.914289,27.929948,19.651700,29.748984
57.000000,22.174429,26.806899,21.594248,40.262596
57.500000,24.176057,30.344863,22.007315,41.504706
61.500000,21.467769,28.582247,20.923821,42.578973
58.000000,27.884366,28.874422,22.539514,42.216384
65.500000,36.208197,34.349106,25.093964,48.691878
58.500000,25.875081,32.854501,22.786574,42.836026
57.500000,24.565008,33.225395,22.805269,34.523918
65.500000,26.140397,29.166946,22.870180,45.779587
58.000000,21.068081,28.032200,21.159487,40.709961
59.500000,22.409488,26.735519,21.192230,41.472873
56.000000,19.614901,28.419461,20.592728,31.156772
56.500000,24.733037,28.789897,21.335103,40.726340
60.500000,25.425816,31.611483,22.539430,43.512788
59.500000,19.608182,30.952193,21.671660,32.933009
60.500000,24.809270,30.235797,22.502675,43.174624
64.500000,22.989005,28.948268,22.022960,44.576705
56.500000,18.736485,25.448499,19.924984,30.152492
64.000000,25.386890,31.621918,22.444187,45.242166
63.500000,22.661498,28.611052,21.554367,43.887819
62.500000,30.065999,30.791415,23.742430,45.349974
58.000000,27.389607,31.589314,22.972025,42.658491
58.000000,22.620574,25.494708,20.867242,40.497087
54.500000,18.672118,24.979255,19.530793,37.780361
61.500000,22.744759,27.968343,21.639579,42.808780
61.000000,22.329280,27.676084,20.875873,42.313540
62.000000,21.576786,32.417223,21.730044,34.431013
56.000000,19.506561,27.944968,20.453085,30.976154
60.000000,22.924036,28.367665,21.582984,42.145781
58.500000,21.941622,27.748479,20.948171,41.023045
50.000000,23.116879,31.888063,22.012354,37.836216
62.000000,28.789631,31.075177,23.216669,44.846913
58.000000,25.162450,28.078993,21.587228,41.471445
58.000000,22.183772,29.865897,20.979857,41.171588
63.500000,24.537490,31.842581,22.497053,35.594281
53.500000,22.098241,25.651853,21.013817,38.210652
58.000000,19.724574,25.958930,20.729919,31.103356
64.500000,22.576742,31.395938,22.145235,35.154479
59.500000,21.631875,28.399944,21.419395,41.658536
63.000000,24.150289,30.992743,23.053502,44.532756
61.000000,23.352281,29.741838,22.514743,34.152215
64.500000,23.964691,31.752037,22.831171,35.761975
57.000000,21.994370,27.021174,20.616084,40.105271
57.000000,19.360836,26.263544,19.994235,39.436436
56.000000,19.389648,25.597888,20.067162,38.842450
60.500000,23.164399,28.035675,21.007073,42.284524
66.000000,26.607257,33.276085,23.209868,46.848868
57.500000,22.127117,24.567418,20.987697,40.030372
57.000000,20.669708,27.590151,20.433775,39.948939
56.500000,21.917846,28.132335,21.412586,40.160461
58.500000,23.021467,26.909774,21.366792,41.133005
51.500000,17.837990,25.239996,19.363395,28.485345
53.000000,18.762969,26.622944,19.597865,29.495945
60.500000,23.478745,27.901073,21.012152,42.315328
56.500000,22.882618,29.290289,21.434635,40.517924
58.000000,24.844297,30.892081,21.994301,41.955113
61.000000,22.385264,26.515107,21.108057,42.168071
63.500000,22.396333,30.738158,22.254885,34.722344
51.500000,20.121184,24.752190,19.923166,36.549423
57.000000,23.670940,30.315449,21.950242,41.156105
68.000000,26.798527,30.517257,22.839296,47.359180
58.000000,23.406169,27.375655,21.083232,40.977509
61.500000,20.783975,29.662319,21.173029,33.279831
65.000000,20.529738,30.689736,21.580978,34.450113
58.500000,18.765355,27.419199,20.137117,31.205418
59.500000,23.055889,28.073171,21.445244,41.845717
57.000000,19.398394,26.577166,20.372700,39.558043
64.500000,25.970024,26.055485,21.998998,44.587418
61.500000,21.739340,28.412310,21.577013,33.307166
59.500000,24.370197,29.756786,22.421281,42.508044
64.000000,22.958891,33.329343,22.420004,35.677059
62.500000,22.733475,30.576388,21.833736,43.773933
59.000000,24.623170,27.731720,21.730317,41.847534
62.000000,26.333696,28.838167,22.542188,43.952342
54.500000,21.077891,25.844252,19.818340,38.373414
59.500000,23.915282,28.056639,21.599351,42.011879
63.500000,27.089739,33.041985,23.262268,45.648999
61.000000,24.879008,31.687673,22.541615,43.684716
57.000000,22.232819,27.872083,21.124339,40.371540
58.500000,21.017640,27.047840,20.492855,40.676389
61.000000,20.874461,25.662658,21.046010,41.763855
55.500000,22.473313,29.051297,21.393171,39.902963
66.000000,20.672475,29.232789,21.315288,34.305138
59.500000,19.804378,27.726856,20.483692,31.878732
60.500000,22.494942,31.884339,22.037322,34.229151
53.500000,28.288429,26.326698,21.804824,39.486658
49.000000,17.727028,26.253013,18.925346,27.976347
63.500000,27.157843,32.291696,23.501783,45.575220
58.000000,21.637217,30.151850,21.575291,32.841090
60.500000,20.259477,27.897515,20.543987,32.300244
57.000000,19.994370,28.615436,21.144046,31.688463
54.500000,20.396094,25.469352,20.155562,38.253501
55.000000,18.196409,25.240830,19.337409,37.962441
63.000000,24.440453,30.003292,22.371576,44.302553
51.000000,20.815576,24.714838,19.966887,36.416217
57.500000,28.402998,32.585442,23.305728,42.799028
53.000000,19.707057,26.214236,20.167535,37.514805
67.500000,27.676757,28.394481,22.982808,46.925674
62.500000,24.590203,29.826253,22.006698,43.987192
59.500000,22.170564,27.951888,21.365002,41.664576
65.500000,22.932570,28.421259,21.291091,44.857487
60.000000,18.058598,27.994990,20.587920,31.660377
66.500000,25.389907,35.215087,23.467380,37.643093
59.500000,19.652015,27.603914,20.425968,31.795474
59.500000,23.305073,27.117542,21.382768,41.717564
65.000000,25.493116,30.780119,22.758114,45.671892
60.500000,24.742253,31.193102,22.308105,43.290577
57.500000,24.502697,27.184367,21.438144,40.937535
58.000000,21.026108,29.290869,20.969632,32.321652
56.500000,21.730696,28.228527,21.281923,40.123524
66.500000,28.417064,34.811525,24.053329,47.796986
62.000000,22.191755,30.795772,21.877639,34.216291
59.000000,22.256533,28.414390,21.290256,41.493530
55.000000,25.148569,30.441845,22.093655,40.447345
65.000000,27.951885,32.309680,23.022218,46.380630
63.000000,22.134662,27.191414,21.025760,43.225306
64.000000,27.916768,32.748885,23.314278,45.996655
61.000000,23.117616,27.806597,21.376945,42.550193
59.500000,23.507672,29.505689,21.562987,42.179391
62.000000,23.293743,29.323541,22.210603,43.471314
64.000000,22.697358,28.413596,21.318645,44.071600
61.500000,22.419698,28.560272,21.403055,42.813838
60.500000,23.654631,28.619563,21.153938,42.488022
66.000000,26.459461,27.920398,22.308864,45.781454
59.500000,23.086459,27.458431,21.574341,41.769872
61.000000,23.639775,31.052461,21.774776,43.244502
59.000000,21.584528,28.682813,20.628454,41.315966
57.500000,19.985149,27.849577,20.783679,31.529601
58.500000,26.222536,29.810237,21.860573,42.232224
62.000000,27.247741,29.559532,22.341887,44.191527
64.000000,25.481595,33.976024,22.803032,45.710109
60.000000,22.602157,32.754603,22.165471,34.380558
60.500000,24.979918,30.759492,22.070479,43.218315
59.500000,24.627584,31.554902,22.124280,42.801128
59.500000,19.764252,29.521097,21.034368,32.454929
61.500000,25.301838,32.022029,22.494090,44.052993
63.500000,22.658464,32.062818,22.100999,35.080570
57.500000,23.927579,30.323101,22.455409,41.534348
59.000000,22.731808,29.276508,20.878137,41.647742
58.500000,23.481606,28.877997,21.148028,41.501272
54.000000,21.408906,25.453297,20.251141,38.185557
60.500000,17.788815,27.743510,19.999215,31.507885
60.000000,24.332778,31.433453,22.483690,43.041653
60.500000,18.970085,27.129604,20.598684,31.799593
66.000000,25.053064,31.360462,22.595157,46.168114
60.500000,29.206147,31.189567,23.190557,44.181045
65.500000,26.063637,32.937615,22.602516,46.350628
64.000000,24.618096,31.045958,22.055898,44.953325
59.000000,21.258829,28.356573,20.681018,41.216070
65.500000,25.904518,32.010407,23.133768,46.258116
62.000000,26.963431,32.734775,23.185041,44.813875
61.500000,22.649807,32.063414,22.699959,34.728295
59.000000,22.405417,26.672547,20.947676,41.170940
64.500000,23.731842,32.707859,22.103677,35.760844
54.500000,15.226817,24.846147,18.392524,28.241372
58.500000,24.361929,31.356002,22.409695,42.271271
63.000000,19.234462,27.322556,20.377816,32.483708
63.500000,27.844882,33.129976,23.057171,45.755338
61.500000,27.701749,32.035176,23.190876,44.571300
57.500000,32.593003,34.298059,24.006581,43.899607
59.000000,28.182226,31.086292,22.551159,43.136613
60.000000,17.863285,28.085559,20.027177,31.494005
65.500000,22.785126,30.848182,21.788450,45.320293
55.500000,19.486992,25.570647,20.193149,38.625131
63.500000,21.673764,31.413428,21.307736,34.473732
60.500000,22.312566,27.275523,21.677061,42.127525
66.000000,27.366404,34.348186,23.880559,47.265858
58.500000,22.926499,31.442306,22.022264,41.981845
54.000000,23.076109,26.558872,21.252270,38.814542
60.500000,20.667972,29.514783,21.077172,32.939981
63.500000,28.847258,31.019808,23.518732,45.647633
51.500000,20.494546,25.800351,19.789685,36.764097
65.000000,23.956022,32.526323,22.687460,36.042451
61.000000,23.145564,29.784441,22.183065,43.018845
56.500000,22.435379,29.286020,21.431809,40.442201
60.500000,26.178906,34.407818,23.475725,44.260408
58.500000,24.263636,28.751539,21.400364,41.652590
57.500000,20.790892,27.238038,20.337354,40.144381
59.500000,22.000667,30.784826,21.850155,33.533912
55.500000,17.009338,25.921136,19.377450,29.451981
58.500000,22.865051,28.664986,21.136894,41.361155
61.000000,23.856022,29.300393,22.356192,43.085434
63.500000,24.948821,29.884819,22.846495,44.696689
66.500000,29.583355,37.021269,24.275343,48.396661
52.500000,23.204754,30.385706,21.486472,38.762822
60.000000,23.019379,27.918512,21.179229,42.019520
69.000000,27.946879,30.455191,23.253129,48.109200
57.000000,28.212853,28.219519,22.580763,41.668856
61.500000,20.530919,28.936250,21.000649,32.991955
59.000000,19.890315,27.483818,20.867828,31.810490
57.000000,21.492757,25.805260,20.762580,39.843433
64.500000,23.591980,31.429483,22.211583,45.122174
54.500000,23.016879,26.019856,20.727287,38.877337
50.000000,22.587726,25.760832,20.342779,36.448556
60.000000,23.541937,27.516588,21.525379,42.097317
59.000000,26.830770,29.227309,22.371672,42.571625
63.500000,29.280431,29.753784,22.653712,45.364655
60.500000,25.647300,29.711777,22.386614,43.207615
64.500000,21.334550,30.758453,21.123170,34.429043
61.500000,25.664469,32.654658,22.963576,44.297117
60.000000,21.656839,25.631207,20.893946,41.363665
62.500000,25.790380,32.588469,22.665081,44.757322
58.500000,20.115012,31.449586,21.098846,32.790861
63.500000,24.375671,32.503537,22.249246,44.938076
60.000000,28.634972,31.896594,23.202438,43.955667
60.000000,20.771535,29.594048,20.891523,32.814276
60.000000,23.456684,28.469163,21.851633,42.296247
55.500000,23.909279,26.777083,21.697935,39.814050
59.000000,28.187916,28.756289,22.541682,42.747648
66.500000,26.748052,29.034383,22.352775,46.272535
60.500000,24.482518,30.016034,22.057325,43.009313
61.000000,24.753242,29.342014,22.105890,43.200191
65.000000,25.557828,30.196669,22.129287,45.480631
61.500000,26.920492,31.683932,22.642447,44.291145
58.500000,20.577911,28.401024,21.183820,32.165689
61.500000,31.073629,32.305180,22.920791,45.133267
60.000000,20.158126,26.128357,20.144066,41.071758
60.000000,23.732543,26.662871,21.546339,41.990292
60.500000,20.228901,28.234103,20.559797,32.380700
60.000000,26.268571,29.134413,21.725888,42.854812
54.500000,23.452232,28.629084,21.004006,39.430887
61.000000,21.292512,29.233900,20.994227,42.420106
60.500000,19.765847,28.486439,20.959698,32.427996
59.000000,19.436652,28.720008,20.719611,31.969068
60.500000,24.080552,30.034385,21.938420,42.925560
54.000000,18.573874,26.428574,19.614344,29.654198
64.500000,28.842730,28.906293,23.047028,45.716009
57.500000,22.129373,27.541235,20.419744,40.431725
56.500000,19.164432,29.740755,20.426987,31.458044
59.500000,22.297378,30.676177,21.617495,42.181842
56.000000,23.111619,26.194542,21.042108,39.724711
60.000000,24.144808,27.748785,21.341049,42.205774
64.500000,22.977026,31.235498,22.144279,35.214201
60.000000,24.913855,33.433350,23.080590,35.356949
62.000000,26.777222,31.723315,22.376018,44.479426
54.500000,19.790252,24.280404,20.107138,37.946299
66.000000,25.774698,34.728624,22.866633,46.894993
60.500000,21.206861,28.382637,20.648966,41.956411
62.500000,25.366042,30.894996,23.190257,44.491882
56.000000,18.808334,27.344595,20.081674,30.558651
56.000000,19.815716,28.857598,20.707506,31.345205
61.000000,21.513662,28.929259,21.572962,33.253971
68.000000,25.263974,32.260002,22.759867,47.380641
55.500000,25.579201,28.592374,22.375439,40.507836
57.000000,24.408074,30.146956,21.945953,41.250164
57.500000,26.297548,29.683803,22.691519,41.862145
59.500000,23.504237,28.547553,21.816375,42.061361
59.000000,24.477840,31.254697,23.019547,34.438021
58.000000,20.117186,28.018757,20.421633,31.639394
61.000000,21.135671,27.030376,20.680014,41.974344
61.000000,26.746037,29.615034,23.438010,43.799847
61.500000,20.089116,28.978311,21.058625,32.906513
56.000000,19.848660,26.678870,20.066381,39.098985
57.500000,25.096367,30.844593,22.421059,41.810337
63.500000,25.004676,28.315555,21.792624,44.268809
57.000000,22.670825,28.328290,20.999277,40.499732
58.500000,27.471652,29.132757,22.125959,42.371728
54.500000,20.125242,24.147079,19.728758,37.916847
65.000000,23.541466,31.429491,22.421772,35.598182
60.500000,23.720717,27.514987,21.271302,42.334501
56.500000,20.947066,30.681226,21.264263,32.348139
66.500000,29.706436,33.970571,23.528472,47.784246
62.000000,20.697680,30.650005,21.622478,33.742541
64.500000,22.398667,34.713347,22.554330,36.041586
55.500000,20.108209,25.956066,20.457769,38.837007
61.000000,26.402710,30.791599,23.178323,43.895439
62.000000,23.773084,30.970504,21.776692,43.753380
61.500000,25.228354,29.847685,21.849551,43.570932
63.000000,24.354964,33.745620,23.289141,36.097431
58.000000,21.612579,26.616720,21.205849,40.572525
59.000000,23.520295,27.027312,21.246708,41.465719
61.000000,20.936066,27.662181,20.848274,32.611630
59.000000,25.459648,29.742646,22.115872,42.386361
59.500000,21.334359,29.158521,21.563095,32.888994
56.000000,18.506141,28.601028,20.693282,30.950113
54.000000,26.017472,29.493806,22.331478,39.973793
59.000000,23.994799,33.471595,22.559377,34.756443
59.000000,22.230315,29.413730,21.724527,33.092143
58.000000,20.964992,27.904414,21.088438,31.989461
61.500000,22.433881,28.229788,21.654518,42.803031
59.500000,20.506955,30.032137,21.262818,32.825478
57.000000,19.514005,26.171764,20.442480,30.782062
58.000000,19.372536,31.052705,20.980514,32.351439
57.500000,22.668317,27.685852,21.499959,40.725688
64.000000,25.461346,33.613362,22.649787,45.620749
56.000000,20.481470,27.608940,20.748887,31.209824
57.500000,23.193294,30.011789,21.305636,41.168453
61.500000,22.119966,27.013250,21.661989,42.549201
60.000000,20.309160,26.184551,20.422443,41.152692
56.000000,25.098456,30.761063,22.324487,41.030668
63.500000,23.309388,33.619032,22.523000,35.737855
57.500000,23.659379,30.846155,21.962503,41.494673
56.500000,18.824858,28.402353,20.600716,31.081982
59.000000,22.709014,28.741943,21.263277,41.619039
62.500000,23.602208,31.149428,22.924128,35.043941
62.500000,22.411222,32.919603,22.617986,35.112203
63.500000,18.903591,29.766497,20.780196,33.237571
62.500000,19.321601,28.012563,20.460826,32.573748
63.500000,23.085891,29.623131,21.557633,44.127776
58.000000,19.029142,28.420354,20.350577,31.450018
56.500000,21.434470,27.233650,21.112821,39.880157
64.000000,25.150285,31.671160,22.586829,45.234712
58.500000,24.821843,26.075423,21.393417,41.298447
54.500000,19.731133,26.631480,19.879677,38.290382
57.000000,19.184156,26.844973,20.428336,30.864366
59.500000,22.939476,27.738095,21.667215,41.807464
60.500000,26.374098,34.314422,22.739625,44.154691
60.500000,21.588268,27.290421,20.946544,41.887539
59.000000,22.123421,29.893799,21.146085,41.693884
64.000000,23.952670,30.056133,22.151646,44.693408
60.500000,26.601204,30.630938,22.776031,43.584696
60.500000,26.516653,32.002619,22.923791,43.823844
59.000000,22.589940,26.023280,20.724071,41.056215
58.000000,25.317385,29.861604,21.856885,41.839312
62.000000,22.863333,27.816488,21.095697,42.962586
60.000000,24.186786,32.303873,22.858287,34.837237
59.500000,24.337755,27.835425,21.393439,42.011103
64.500000,27.231157,31.780553,23.085914,45.932937
61.000000,26.863160,31.104124,22.769149,43.956072
61.000000,18.619214,29.476434,20.384597,32.370061
62.500000,25.936962,31.439127,22.563184,44.573212
61.000000,20.707924,27.635293,20.796953,42.023362
54.500000,23.557888,27.884915,20.962883,39.317614
62.000000,26.486116,32.755621,22.939206,44.696824
65.500000,25.411120,28.876811,22.436756,45.537448
57.500000,19.984382,27.387021,20.296584,40.027998
56.000000,19.080518,28.488776,20.285085,30.963595
58.500000,21.871196,29.308332,21.783233,32.865690
62.500000,25.716345,31.742731,22.506964,44.577673
55.500000,22.233560,28.695347,20.707726,39.689439
54.500000,19.334842,26.519589,20.122101,30.119133
58.500000,22.886971,28.252650,21.627293,41.377819
63.500000,23.829779,30.783140,22.271886,44.564134
58.000000,27.318938,26.804656,22.172160,41.715959
53.500000,24.337575,25.935278,21.204372,38.662871
57.500000,23.329497,26.015536,21.188383,40.505569
59.500000,19.934636,30.495178,20.997391,32.731801
64.000000,25.639680,35.455704,23.571624,37.166752
56.500000,23.491960,29.387576,20.952204,40.555290
59.000000,25.356481,31.218740,22.702439,42.712943
55.000000,24.842908,28.598829,21.469760,39.985249
64.500000,26.188967,31.344213,22.679486,45.618778
62.500000,22.401129,29.169456,21.443760,43.419057
59.500000,18.824437,25.846603,20.017724,31.047191
54.500000,25.244840,23.267302,21.051446,38.843931
60.500000,24.104035,29.701919,21.276516,42.763745
58.000000,21.316835,26.983228,21.045992,40.557676
62.500000,23.689400,30.315408,21.824594,43.888234
60.500000,29.252488,36.958632,24.082699,45.298970
59.000000,24.902251,31.120340,21.782876,42.467578
65.000000,29.835969,31.385124,23.052965,46.545676
66.500000,23.003635,31.531719,22.700598,35.933988
60.500000,23.202886,26.275008,21.394004,42.061983
53.000000,18.220418,26.011052,19.389863,29.155333
59.000000,21.459354,29.035050,21.292060,32.696616
59.500000,26.830309,32.715850,22.816702,43.477144
54.500000,21.379710,26.444709,20.337113,38.610255
68.000000,28.936572,31.920238,23.397479,48.042381
56.000000,21.377693,26.409685,20.822439,39.434969
58.000000,23.674627,29.785969,22.208602,41.611533
62.000000,26.136039,27.916805,22.165142,43.702998
59.500000,23.442688,25.133261,21.627086,41.450506
59.500000,19.864147,28.870778,20.693138,32.232016
64.500000,28.320688,29.693489,22.687233,45.700235
58.500000,23.957136,28.270073,21.653901,41.563518
56.500000,21.745868,26.529192,20.601469,39.729421
56.000000,22.396809,26.531467,21.146043,39.679053
66.000000,30.100424,33.271309,23.732723,47.517409
61.500000,20.511882,29.604870,21.175040,33.197948
58.500000,18.975491,26.741396,20.111781,31.082167
60.500000,20.235961,25.962336,20.650348,41.391441
65.500000,26.070956,30.812926,22.660484,46.007394
60.500000,23.584408,32.357846,22.339302,34.695389
62.500000,23.297007,34.110905,22.488223,35.599034
62.000000,20.716601,28.272344,21.072697,33.015410
61.500000,25.285310,29.116307,22.227031,43.521441
56.000000,16.479802,28.234705,19.683130,30.099409
63.000000,27.445514,36.810339,23.995635,46.208581
60.000000,17.649618,26.142392,19.836260,30.907067
63.000000,27.173355,32.117428,23.188482,45.246544
