White noise,Positive bias,Negative bias
21.369906,20.979909,21.859187
21.418202,20.978089,21.820013
21.383199,20.988629,21.799876
21.398295,20.962359,21.776381
21.442874,20.966995,21.761296
21.402154,20.946431,21.839677
21.425145,20.948473,21.814266
21.395636,20.955567,21.837673
21.359689,20.957127,21.843951
21.453190,20.962568,21.844581
21.393181,20.997230,21.797589
21.396984,21.025278,21.846965
21.412783,20.955010,21.809200
21.382799,20.931391,21.765695
21.399274,20.981718,21.807549
21.429091,21.013556,21.821346
21.383786,21.043581,21.778058
21.400370,20.975632,21.850398
21.410862,20.972003,21.799886
21.442647,21.030904,21.826095
21.431136,20.962226,21.845439
21.435901,20.948396,21.826855
21.388622,20.985466,21.885071
21.409680,20.960059,21.826511
21.420466,20.978306,21.849079
21.409801,20.984128,21.759195
21.397164,20.957046,21.823698
21.371917,20.981555,21.859836
21.381766,20.955958,21.814427
21.427356,20.974666,21.827860
21.352012,20.951047,21.888729
21.398512,20.976815,21.858289
21.353765,20.977777,21.822028
21.324227,21.014863,21.846543
21.433536,20.969274,21.801751
21.337175,20.983383,21.849206
21.382956,20.990780,21.852284
21.449414,20.964759,21.828739
21.403779,20.977208,21.821739
21.436982,21.021106,21.801204
21.391530,20.930596,21.833107
21.395655,20.915137,21.800118
21.426088,21.006709,21.811184
21.402511,20.951275,21.796266
21.395074,20.975934,21.777850
21.432195,21.002647,21.803239
21.416154,21.004819,21.799718
21.381485,20.996838,21.846219
21.424551,20.962742,21.814524
21.392991,20.976756,21.831662
21.370208,20.956953,21.892748
21.356109,20.953537,21.755021
21.428184,20.969605,21.800163
21.388765,20.999249,21.849768
21.376088,20.998860,21.844880
21.403235,21.031075,21.848996
21.396098,20.939636,21.842118
21.420678,20.931302,21.824138
21.361124,20.926134,21.819634
21.338730,21.018686,21.800624
21.428396,20.942110,21.861801
21.393208,21.000345,21.765268
21.392878,21.056188,21.853946
21.417112,20.950961,21.767787
21.417780,20.911595,21.823961
21.400710,21.021251,21.746467
21.418494,20.972271,21.812469
21.379739,20.931257,21.767934
21.413470,21.023404,21.833592
21.411282,20.978369,21.840127
21.391179,20.990258,21.801475
21.403715,21.006319,21.888846
21.344298,20.983081,21.804595
21.359754,20.991649,21.871852
